"MARCA","MODELO","VERSAO","Álcool
Cidade (km/l)","Álcool
Estrada (km/l)","Gasolina
Cidade (km/l)","Gasolina
Estrada (km/l)","Consumo Energético (MJ/km)","Classificação"
"FIAT","DOBLO","Essence 1.8-16V M-5","6.2","6.7","9.1","9.7","2.36","C"
"FIAT","DOBLO","CARGO 1.4-8V M-5","6.8","7.1","9.8","10.3","2.19","A"
"FIAT","DOBLO","CARGO 1.8-16V M-5","6.4","7.1","9.5","10.4","2.24","C"
"FIAT","DOBLO (2017)","Essence 7L 1.8-16V M-5","6.4"," 7","9.3","10.2","2.28","C"
"FIAT","FIORINO","1.4 1.4-8V M-5","7.3","8.3","10.7","12.3","1.94","B"
"FIAT","FIORINO","Hard Working 1.4-8V M-5","7.6","8.8"," 11","13.2","1.85","B"
"FIAT","FIORINO","1.4 1.4-8V M-5","7.6","8.8"," 11","13.2","1.85","B"
"FIAT","FIORINO","Hard Working 1.4-8V M-5","7.3","8.3","10.7","12.3","1.94","B"
"FIAT","FIORINO","1.4 1.4-8V M-5","7.6","8.8"," 11","13.2","1.85","B"
"FIAT","FIORINO","HARD WORKING 1.4-8V M-5","7.3","8.3","10.7","12.3","1.94","B"
"FIAT","FIORINO"," 1.4-8V M-5","7.5","8.6","10.6","12.1","1.91","D"
"FIAT","FIORINO","Hard Working 1.4-8V M-5","7.5","8.6","10.6","12.1","1.91","B"
"FIAT","FIORINO","ENDURANCE 1.4-8V M-5","7.5","8.5","10.6","12.3","1.92","B"
"FIAT","FIORINO","WORKING 1.4-8V M-5","7.5","8.5","10.6","12.3","1.92","B"
"FIAT","FIORINO","ENDURANCE MY22 1.4 - 8V M-5","8.1","8.4","11.7","12.4","1.81","B"
"FIAT","FIORINO","WORKING MY22 1.4 - 8V M-5","8.1","8.4","11.7","12.4","1.81","B"
"FIAT","FIORINO","Furgão 1.3-8V M-5","7.2","8.1","10.6","11.8","1.97","B"
"FIAT","FIORINO","Furgão 1.4-8V M-5","7.5","8.3","10.7","12.1","1.92","B"
"FIAT","FIORINO (2017)"," 1.4-8V M-5","7.3","8.3","10.7","12.3","1.94","D"
"FIAT","FIORINO (2017)","Hard Working 1.4-8V M-5","7.6","8.8"," 11","13.2","1.85","B"
"FIAT","GRAND SIENA","1.6 / Essence Dualogic 1.6-16V MTA-5","6.6","8.1","9.6","11.8","2.11","B"
"FIAT","GRAND SIENA","Attractive 1.0-8V M-5","7.9","9.5","11.2","13.6","1.77","B"
"FIAT","GRAND SIENA","Attractive 1.4-8V M-5","7.7","9.4","11.1","13.5","1.79","B"
"FIAT","GRAND SIENA","1.6 / Essence 1.6-16V M-5","6.8","8.4","9.9","12.1","2.04","C"
"FIAT","GRAND SIENA","ATTRACTIVE 1.0-8V M-5","7.9","9.5","11.2","13.6","1.77","B"
"FIAT","GRAND SIENA","ATTRACTIVE 1.4-8V M-5","7.7","9.4","11.1","13.5","1.79","B"
"FIAT","GRAND SIENA","Attractive 1.0-8V M-5","7.9","9.5","11.2","13.6","1.77","B"
"FIAT","GRAND SIENA","Attractive 1.4-8V M-5","7.7","9.4","11.1","13.5","1.79","B"
"FIAT","GRAND SIENA","Attractive 1.4-8V M-5","7.7"," 9"," 11"," 13","1.84","B"
"FIAT","GRAND SIENA","Attractive 1.4-8V M-5","7.7"," 9"," 11"," 13","1.84","B"
"FIAT","GRAND SIENA","Attractive 1.4-8V M-5","7.7"," 9","11.2","13.1","1.81","B"
"FIAT","GRAND SIENA","Essence Dualogic 1.6-16V MTA-5"," 7","8.3","10.1","12.4"," 2","B"
"FIAT","GRAND SIENA","Tetra Fuel 1.4-8V M-5","6.8","8.1","9.8","12.1","2.05","B"
"FIAT","GRAND SIENA","Essence 1.6-16V M-5","6.9","8.3","10.1","12.6"," 2","B"
"FIAT","Idea","Essence 1.6-16V M-5","6.8"," 8","9.8","11.5","2.09","B"
"FIAT","Idea","Adventure 1.8-16V M-5","5.9","6.7","8.8","9.9","2.42","C"
"FIAT","Idea","Adventure Dualogic 1.8-16V MTA-5","5.9","6.7","8.8","10.1","2.4","B"
"FIAT","Idea","Essence 1.6-16V M-5","6.8"," 8","9.9","11.5","2.07","B"
"FIAT","Idea","Essence 1.6-16V MTA-5","6.7","7.9"," 10","11.8","2.07","B"
"FIAT","Idea","Adventure 1.8-16V M-5","5.9","6.7","8.8","9.9","2.42","C"
"FIAT","Idea","Adventure Dualogic 1.8-16V MTA-5","5.9","6.7","8.8","10.1","2.4","B"
"FIAT","Idea","Attractive 1.4-8V M-5","6.7","7.3","9.8"," 11","2.14","B"
"FIAT","Idea","Essence Dualogic 1.6-16V MTA-5","6.7","7.9"," 10","11.8","2.07","B"
"FIAT","Idea","Essence 1.6-16V M-5","6.8"," 8","9.9","11.5","2.07","B"
"FIAT","Linea","Essence 1.8-16V M-5","6.7","8.2","9.9","11.9","2.06","C"
"FIAT","Linea","Essence 1.8-16V MTA-5","6.7"," 8","9.9","11.7","2.07","B"
"FIAT","Linea","Absolute 1.8-16V MTA-5","6.7"," 8","9.9","11.7","2.07","C"
"FIAT","Linea","Essence 1.8-16V M-5","6.7"," 8","9.9","11.9","2.07","C"
"FIAT","Linea","Essence 1.8-16V MTA-5","6.7","8.3","9.9","11.8","2.06","B"
"FIAT","Linea","Absolute Dualogic 1.8-16V MTA-5","6.7","8.3","9.9","11.8","2.06","B"
"FIAT","MOBI","DRIVE 1.0-6V M-5","9.6","11.3","13.7","16.1","1.45","B"
"FIAT","MOBI","DRIVE GSR 1.0-6V MTA-5","9.8","11.1"," 14","15.9","1.43","B"
"FIAT","MOBI","EASY 1.0-8V M-5","9.2","10.2","13.5","15.2","1.52","B"
"FIAT","MOBI","LIKE 1.0-8V M-5","8.8","9.9","12.7","14.3","1.61","B"
"FIAT","MOBI","WAY 1.0-8V M-5","8.7","9.7","12.6","14.2","1.62","B"
"FIAT","MOBI","DRIVE 1.0-6V M-5","9.6","11.3","13.7","16.1","1.45","B"
"FIAT","MOBI","DRIVE GSR 1.0-6V MTA-5","9.8","11.1"," 14","15.9","1.43","B"
"FIAT","MOBI","EASY 1.0-8V M-5","9.2","10.2","13.5","15.2","1.52","B"
"FIAT","MOBI","LIKE 1.0-8V M-5","8.8","9.9","12.7","14.3","1.61","B"
"FIAT","MOBI","WAY 1.0-8V M-5","8.7","9.7","12.6","14.2","1.62","B"
"FIAT","MOBI","EASY 1.0-8V M-5","8.8","9.9","12.7","14.3","1.61","B"
"FIAT","MOBI","Way 1.0-8V M-5","8.7","9.7","12.6","14.2","1.62","B"
"FIAT","MOBI","Easy 1.0-8V M-5","8.8","9.9","12.7","14.3","1.61","B"
"FIAT","MOBI","Way 1.0-8V M-5","8.4","9.2","11.9","13.3","1.72","B"
"FIAT","MOBI","Way On 1.0-8V M-5","8.4","9.2","11.9","13.3","1.72","B"
"FIAT","MOBI","Easy 1.0-8V M-5","8.7","10.1","12.7","14.7","1.6","B"
"FIAT","MOBI","Easy On 1.0-8V M-5","8.4","9.2","11.9","13.3","1.72","B"
"FIAT","MOBI","Like 1.0-8V M-5","8.4","9.2","11.9","13.3","1.72","B"
"FIAT","MOBI","Like On 1.0-8V M-5","8.4","9.2","11.9","13.3","1.72","C"
"FIAT","MOBI (2017)","Easy 1.0-8V M-5","9.2","10.2","13.5","15.2","1.52","B"
"FIAT","MOBI (2017)","Easy On 1.0-8V M-5","8.8","9.9","12.7","14.3","1.61","B"
"FIAT","MOBI (2017)","Like 1.0-8V M-5","8.8","9.9","12.7","14.3","1.61","B"
"FIAT","MOBI (2017)","Like On 1.0-8V M-5","8.8","9.9","12.7","14.3","1.61","C"
"FIAT","MOBI (2017)","Way 1.0-8V M-5","8.9","9.7","12.6","14.2","1.62","B"
"FIAT","MOBI (2017)","Way On 1.0-8V M-5","8.9","9.7","12.6","14.2","1.62","B"
"FIAT","Novo FIORINO","Fire Evo 1.4-8V M-5","7.5","8.4"," 11","12.2","1.9","B"
"FIAT","Novo FIORINO","Fire Evo 1.4-8V M-5","7.5","8.4"," 11","12.2","1.9","B"
"FIAT","Novo Idea","Adventure 1.8-16V M-5","5.9","6.7","8.8","9.9","2.42","C"
"FIAT","Novo Idea","Adventure
Dualogic 1.8-16V MTA-5","5.9","6.7","8.8","10.1","2.4","B"
"FIAT","Novo Palio","Attractive 1.0-8V M-5","7.9","9.3","11.2","13.2","1.79","B"
"FIAT","Novo Palio","Attractive 1.0-8V M-5","7.3","9.4","10.8","13.6","1.84","B"
"FIAT","Novo Palio","Attractive 1.4-8V M-5","7.4","9.3","10.8","13.5","1.84","B"
"FIAT","Novo Palio","Attractive 1.0-8V M-5","7.3","9.4","10.8","13.6","1.84","B"
"FIAT","Novo Palio","Attractive 1.4-8V M-5","7.4","9.3","10.8","13.5","1.84","B"
"FIAT","Novo Palio","Attractive 1.4-8V M-5","7.4","9.3","10.8","13.5","1.84","B"
"FIAT","Novo Palio","Attractive 1.0-8V M-5","7.3","9.4","10.8","13.6","1.84","B"
"FIAT","Novo Palio","Attractive 1.4-8V M-5","7.7"," 9"," 11"," 13","1.83","B"
"FIAT","Novo Palio","Essence 1.6-16V M-5","6.9","8.2","10.1","11.9","2.03","B"
"FIAT","Novo Palio","Attractive 1.0-8V M-5","7.2","8.7","10.4","12.7","1.93","B"
"FIAT","NOVO UNO","Drive 1.0-6V M-5","9.1","10.6","13.2","15.2","1.52","B"
"FIAT","NOVO UNO","Sporting 1.3-8V M-5","9.3"," 11"," 13"," 15","1.52","B"
"FIAT","NOVO UNO","Sporting GSR 1.3-8V MTA-5","9.2","10.5","13.2","14.4","1.54","B"
"FIAT","NOVO UNO","WAY 1.0-6V M-5","9.1","10.6","13.2","15.2","1.52","B"
"FIAT","NOVO UNO","ATTRACTIVE 1.0-8V M-5"," 8","9.4","11.6","13.4","1.75","B"
"FIAT","NOVO UNO","WAY 1.3-8V M-5","9.3"," 11"," 13"," 15","1.52","B"
"FIAT","NOVO UNO","WAY GSR 1.3-8V MTA-5","9.2","10.5","13.2","14.4","1.54","B"
"FIAT","NOVO UNO","DRIVE 1.0-6V M-5","9.1","10.6","13.2","15.2","1.52","B"
"FIAT","NOVO UNO","ATTRACTIVE 1.0-8V M-5"," 8","9.4","11.6","13.4","1.75","B"
"FIAT","NOVO UNO","Drive 1.0-6V M-5","9.1","10.6","13.2","15.2","1.52","B"
"FIAT","NOVO UNO","Attractive 1.0-8V M-5"," 8","9.4","11.6","13.4","1.75","B"
"FIAT","NOVO UNO","Way 1.0-6V M-5","9.1","10.6","13.2","15.2","1.52","B"
"FIAT","NOVO UNO","Way 1.3-8V M-5","9.3"," 11"," 13"," 15","1.52","B"
"FIAT","NOVO UNO","Attractive
(2015) 1.0-8V M-5","8.4","10.3"," 12","14.8","1.64","B"
"FIAT","NOVO UNO","Evolution S&S
(2015) 1.4-8V M-5","8.9","10.5","12.9","15.1","1.55","B"
"FIAT","NOVO UNO","Vivace 2
Portas 1.0-8V M-5","8.3","9.4","12.3","14.5","1.67","B"
"FIAT","NOVO UNO","Vivace 4
Portas 1.0-8V M-5","8.3","9.4","12.3","14.5","1.67","B"
"FIAT","NOVO UNO","Way (2015) 1.0-8V M-5"," 8","9.1","11.5"," 13","1.78","B"
"FIAT","NOVO UNO","Way 1.0-8V M-5","7.8"," 9","11.1","12.8","1.83","B"
"FIAT","NOVO UNO","Economy Evo 4 portas 1.4-8V M-5","8.7","10.4","12.5","15.2","1.59","C"
"FIAT","NOVO UNO","Way (2015) 1.4-8V M-5","7.8","8.6","11.2","12.5","1.85","C"
"FIAT","NOVO UNO","Way (2015) 1.4-8V MTA-5","7.7","8.5","11.1","12.3","1.87","C"
"FIAT","NOVO UNO","Way 1.4-8V M-5","7.6","8.6","11.1","12.6","1.87","C"
"FIAT","NOVO UNO","Attractive 1.0-8V M-5","8.4","10.3"," 12","14.8","1.64","B"
"FIAT","NOVO UNO","Way 1.0-8V M-5"," 8","9.1","11.5"," 13","1.78","B"
"FIAT","NOVO UNO","Sporting 1.4-8V M-5","7.8","8.6","11.2","12.5","1.85","C"
"FIAT","NOVO UNO","Sporting 1.4-8V MTA-5","7.7","8.5","11.1","12.3","1.87","A"
"FIAT","NOVO UNO","Evolution S&S 1.4-8V M-5","8.9","10.5","12.9","15.1","1.55","A"
"FIAT","NOVO UNO","Way 1.4-8V M-5","7.8","8.6","11.2","12.5","1.85","C"
"FIAT","NOVO UNO","Way 1.4-8V MTA-5","7.7","8.5","11.1","12.3","1.87","B"
"FIAT","NOVO UNO","Attractive 1.0-8V M-5"," 8","9.4","11.6","13.4","1.75","B"
"FIAT","NOVO UNO","Evolution 1.4-8V M-5","8.8","10.1","12.6","14.8","1.59","B"
"FIAT","NOVO UNO","Sporting 1.4-8V M-5","7.8","8.8","11.2","12.5","1.84","C"
"FIAT","NOVO UNO","Sporting Dualogic 1.4-8V MTA-5","7.7","8.3","11.1","11.8","1.9","B"
"FIAT","NOVO UNO","Way 1.0-8V M-5"," 8","9.1","11.5"," 13","1.78","B"
"FIAT","NOVO UNO","Way 1.4-8V M-5","7.8","8.8","11.2","12.5","1.84","C"
"FIAT","NOVO UNO","Way Dualogic 1.4-8V MTA-5","7.7","8.3","11.1","11.8","1.9","B"
"FIAT","NOVO UNO","Furgão 1.4-8V M-5","7.8","8.8","11.2","12.5","1.84","B"
"FIAT","NOVO UNO (2017)","Attractive 1.0-6V M-5","9.2","10.4","13.1","15.1","1.53","B"
"FIAT","NOVO UNO (2017)","Sporting Dualogic 1.3-8V MTA-5","9.3","10.1","13.2","13.7","1.57","B"
"FIAT","NOVO UNO (2017)","Sporting 1.3-8V M-5","9.2","10.1","12.9"," 14","1.58","B"
"FIAT","NOVO UNO (2017)","Way 1.0-6V M-5","9.2","10.4","13.1","15.1","1.53","B"
"FIAT","NOVO UNO (2017)","Way 1.3-8V M-5","9.2","10.1","12.9"," 14","1.58","B"
"FIAT","NOVO UNO (2017)","Way Dualogic 1.3-8V MTA-5","9.3","10.1","13.2","13.7","1.57","B"
"FIAT","Palio","Adventure 1.8-16V M-5","6.9","7.9","9.8","11.3","2.08","C"
"FIAT","Palio","Adventure
Dualogic 1.8-16V MTA-5"," 7","8.1","10.2","11.7","2.03","B"
"FIAT","Palio","Fire 2 Portas 1.0-8V M-5","8.8","10.3","12.3"," 15","1.6","B"
"FIAT","Palio","Fire 4 Portas 1.0-8V M-5","8.8","10.3","12.3"," 15","1.6","B"
"FIAT","Palio","Fire Way 2
Portas 1.0-8V M-5","8.2"," 10","11.9","14.6","1.67","B"
"FIAT","Palio","Fire Way 4
Portas 1.0-8V M-5","8.2"," 10","11.9","14.6","1.67","B"
"FIAT","Palio","Fire 1.0-8V M-5","8.8","10.3","12.3"," 15","1.6","B"
"FIAT","Palio","Fire Way 1.0-8V M-5","8.2"," 10","11.9","14.6","1.67","B"
"FIAT","Palio","Fire Evo 1.0-8V M-5","8.7","10.4","12.2","15.3","1.6","B"
"FIAT","Palio","Fire Way 1.0-8V M-5","8.3","9.8"," 12","14.2","1.67","B"
"FIAT","Palio Weekend","Attractive 1.4-8V M-5","7.1","8.3","10.3","12.1","1.99","B"
"FIAT","Palio Weekend","Trekking 1.6-8V M-5","6.8","7.7","9.9","11.2","2.1","C"
"FIAT","Palio Weekend","Adventure 1.8-16V M-5","6.9","7.9","9.8","11.3","2.08","C"
"FIAT","Palio Weekend","Adventure Dualogic 1.8-16V MTA-5"," 7","8.1","10.2","11.7","2.03","B"
"FIAT","PULSE","MT 1.3-8V M-5","9.1","10.1","12.6","14.7","1.57","C"
"FIAT","PULSE","DRIVE AT 1.3-8V CVT-7","9.2","10.4","12.9","14.3","1.56","C"
"FIAT","PULSE","DRIVE TF200 1.0 12V
TURBO CVT-7","8.5","10.2"," 12","14.6","1.64","A"
"FIAT","PULSE","AUDACE TF200 1.0 12V
TURBO CVT-7","8.5","10.2"," 12","14.6","1.64","A"
"FIAT","PULSE","IMPETUS TF200 1.0 12V
TURBO CVT-7","8.5","10.2"," 12","14.6","1.64","B"
"FIAT","Punto","Attractive Evo 1.4-8V M-5","6.9","8.2","10.1"," 12","2.02","B"
"FIAT","Punto","Attractive
Evo 1.4-8V M-5","7.4","8.5","10.4","12.3","1.93","B"
"FIAT","Punto","Essence 1.6-16V M-5","6.8","8.4"," 10"," 12","2.04","B"
"FIAT","Punto","Essence
Dualogic 1.6-16V MTA-5","6.9","8.1","10.1","11.9","2.04","B"
"FIAT","Punto","Attractive
Evo 1.4-8V M-5","7.4","8.5","10.4","12.3","1.93","B"
"FIAT","Punto","Essence 1.6-16V M-5","6.8","8.4"," 10"," 12","2.04","B"
"FIAT","Punto","Essence
Dualogic 1.6-16V MTA-5","6.9","8.1","10.1","11.9","2.04","B"
"FIAT","Punto","Attractive 1.4-8V M-5","7.3","8.6","10.4","12.2","1.94","B"
"FIAT","Punto","Essence 1.6-16V M-5","6.7","8.4","9.9"," 12","2.04","B"
"FIAT","Punto","Essence Dualogic 1.6-16V MTA-5","6.9"," 8","10.1","11.8","2.04","B"
"FIAT","Punto","Sporting 1.8-16V M-5","6.7","7.9","9.7","11.2","2.11","B"
"FIAT","Punto","Blackmotion 1.8-16V M-5","6.7","7.9","9.7","11.2","2.11","B"
"FIAT","SIENA","1.0 1.0-8V M-5","7.9","9.5","11.2","13.6","1.77","B"
"FIAT","SIENA","1.4 1.4-8V M-5","7.8","9.5"," 11","13.5","1.8","B"
"FIAT","SIENA","EL 1.0-8V M-5"," 8","9.7","11.9","14.4","1.7","B"
"FIAT","SIENA","EL 1.4-8V M-5","7.1","8.8","10.6","13.2","1.9","B"
"FIAT","SIENA","EL 1.0-8V M-5"," 8","9.7","11.9","14.4","1.7","B"
"FIAT","SIENA","EL 1.4-8V M-5","7.1","8.8","10.6","13.2","1.9","B"
"FIAT","SIENA","EL 1.0-8V M-5"," 8","9.7","11.9","14.4","1.7","B"
"FIAT","SIENA","EL 1.4-8V M-5","7.1","8.8","10.6","13.2","1.9","B"
"FIAT","SIENA","EL 1.0-8V M-5","8.1","9.8","11.5","14.1","1.71","B"
"FIAT","SIENA","EL 1.4-8V M-5","7.3","8.5","10.8","12.5","1.91","B"
"FIAT","STRADA","Working 1.4-8V M-5","7.6","9.2","10.9","13.2","1.83","B"
"FIAT","STRADA","Working Plus 1.4-8V M-5","7.6","9.2","10.9","13.2","1.83","B"
"FIAT","STRADA","Hard Working 1.4-8V M-5","7.4","8.5","10.8","12.3","1.91","B"
"FIAT","STRADA","Adventure 1.8-16V M-5","6.7","7.5","9.6"," 11","2.16","C"
"FIAT","STRADA","Adventure Dualogic 1.8-16V MTA-5","6.8","7.6","9.6","10.9","2.14","B"
"FIAT","STRADA","Adventure CE  /  Adventure CD 1.8-16V M-5","6.7","7.5","9.6"," 11","2.16","B"
"FIAT","STRADA","Hard Working CS / Hard Working CE /
Hard Working CD 1.4-8V M-5","7.4","8.5","10.8","12.3","1.91","B"
"FIAT","STRADA","Working CS 1.4-8V M-5","7.6","9.2","10.9","13.2","1.83","B"
"FIAT","STRADA","Working Plus CS 1.4-8V M-5","7.6","9.2","10.9","13.2","1.83","B"
"FIAT","STRADA","FREEDOM 1.4-8V M-5","7.4","8.5","10.8","12.3","1.91","C"
"FIAT","STRADA","WORKING 1.4-8V M-5","7.6","9.2","10.9","13.2","1.83","B"
"FIAT","STRADA","FREEDOM 1.4-8V M-5","7.4","8.5","10.8","12.3","1.91","C"
"FIAT","STRADA","HARD WORKING 1.4-8V M-5","7.4","8.5","10.8","12.3","1.91","B"
"FIAT","STRADA","ADVENTURE 1.8-16V M-5","6.7","7.5","9.6"," 11","2.16","C"
"FIAT","STRADA","Working CC 1.4-8V M-5","8.1","9.3","11.5","13.5","1.75","C"
"FIAT","STRADA","Freedom CC 1.4-8V M-5","7.4","8.5","10.7","12.2","1.92","C"
"FIAT","STRADA","Freedom CD 1.4-8V M-5","7.4","8.5","10.7","12.2","1.92","C"
"FIAT","STRADA","Hard Working CE 1.4-8V M-5","7.4","8.5","10.7","12.2","1.92","C"
"FIAT","STRADA","Hard Working CC 1.4-8V M-5","7.4","8.5","10.7","12.2","1.92","C"
"FIAT","STRADA","Hard Working CD 1.4-8V M-5","7.4","8.5","10.7","12.2","1.92","C"
"FIAT","STRADA","Adventure 1.8-16V M-5","6.7","7.5","9.6"," 11","2.16","C"
"FIAT","STRADA","FREEDOM CD (MY 21) 1.3-8V M-5","8.5","9.2"," 12","13.2","1.71","C"
"FIAT","STRADA","FREEDOM CD (MY 22) 1.3-8V M-5","8.5","9.2"," 12","13.2","1.71","C"
"FIAT","STRADA","FREEDOM CS 1.3-8V M-5","8.8","9.7","12.6","13.8","1.63","C"
"FIAT","STRADA","VOLCANO CD 1.3-8V M-5","8.5","9.2"," 12","13.2","1.71","C"
"FIAT","STRADA","ENDURANCE CD 1.4-8V M-5","8.3","8.9","11.7","12.4","1.77","C"
"FIAT","STRADA","ENDURANCE CS (MY 22) 1.4-8V M-5","8.3","8.8","11.8","12.4","1.77","C"
"FIAT","STRADA","ENDURANCE CS (MY 21) 1.4-8V M-5","8.2","8.6","11.6","12.3","1.8","C"
"FIAT","STRADA","WORKING CS 1.4-8V M-5","8.6","9.4","12.2","13.5","1.68","B"
"FIAT","STRADA","RANCH AT 1.4 - 8V CVT-7","8.8","9.9","12.4","13.9","1.63","C"
"FIAT","STRADA","VOLCANO AT 1.4 - 8V CVT-7","8.8","9.9","12.4","13.9","1.63","C"
"FIAT","STRADA","Adventure 1.8-16V M-5","6.7","7.5","9.8","11.1","2.14","C"
"FIAT","STRADA","Adventure
Cabine Dupla 1.8-16V M-5","6.7","7.5","9.8","11.1","2.14","C"
"FIAT","STRADA","Adventure Cabine
Estendida 1.8-16V M-5","6.7","7.5","9.8","11.1","2.14","C"
"FIAT","STRADA","Adventure C
Dupla Dualogic 1.8-16V MTA-5","6.7","7.5","9.6","10.8","2.16","C"
"FIAT","STRADA","Working Cabine
Curta 1.4-8V M-5","7.4","8.4","10.8","12.2","1.92","C"
"FIAT","STRADA","Working Cabine
Estendida 1.4-8V M-5","7.4","8.4","10.8","12.2","1.92","B"
"FIAT","STRADA","Working Cabine
Dupla 1.4-8V M-5","7.2","8.2","10.5"," 12","1.97","B"
"FIAT","STRADA","Trekking Cabine
Curta 1.6-16V M-5","7.4","8.7","10.6","12.1","1.92","C"
"FIAT","STRADA","Trekking Cabine
Estendida 1.6-16V M-5","7.4","8.7","10.6","12.1","1.92","C"
"FIAT","STRADA","Trekking Cabine
Dupla 1.6-16V M-5","7.4","8.7","10.6","12.1","1.92","C"
"FIAT","STRADA","Working Cabine Dupla 3 Portas 1.4-8V M-5","7.5","7.7","10.6"," 11"," 2","C"
"FIAT","STRADA","Trekking
Cabine Dupla 3 Portas 1.6-16V M-5","7.3"," 8","10.3","11.5"," 2","C"
"FIAT","STRADA","Trekking Cabine Dupla
3 Portas 1.6-16V M-5","7.3"," 8","10.3","11.5"," 2","C"
"FIAT","STRADA","Working Cabine Dupla
3 Portas 1.4-8V M-5","7.5","7.7","10.6"," 11"," 2","C"
"FIAT","STRADA","Trekking CD 1.6-16V M-5"," 7","7.7"," 10","11.2","2.08","C"
"FIAT","STRADA","Working CC 1.4-8V M-5"," 7","7.6","10.3","10.9","2.07","C"
"FIAT","STRADA","CE 1.4-8V M-5"," 7","7.6","10.3","10.9","2.07","C"
"FIAT","TORO","FREEDOM / OPEN EDTION 1.8-16V A-6","5.8","7.4","8.3","10.5","2.4","C"
"FIAT","TORO","FREEDOM 2.4 -16V A-9","5.9","7.4","8.6","10.8","2.35","B"
"FIAT","TORO","FREEDOM / OPEN EDTION 1.8-16V A-6","5.5"," 7","8.1","10.2","2.5","C"
"FIAT","TORO","BLACKJACK 2.4 -16V A-9","5.9","7.4","8.6","10.8","2.35","B"
"FIAT","TORO","FREEDOM 1.8-16V A-6","6.4","7.8","9.5","11.2","2.16","C"
"FIAT","TORO","FREEDOM 2.4 -16V A-9","5.9","7.4","8.6","10.8","2.35","B"
"FIAT","TORO","ENDURANCE 1.8-16V A-6","6.4","7.8","9.5","11.2","2.16","C"
"FIAT","TORO","ENDURANCE / FREEDOM 1.8-16V A-6","6.4","7.8","9.5","11.2","2.16","C"
"FIAT","TORO","VOLCANO / BLACKJACK 2.4-16V A-9"," 6","7.7","8.7","10.8","2.31","C"
"FIAT","TORO","Volcano 2.4-16V A-9"," 6","7.7","8.7","10.8","2.31","C"
"FIAT","TORO","ENDURANCE TURBO 1.3 16V T A-6","6.6","7.9","9.7","10.7","2.14","C"
"FIAT","TORO","ENDURANCE TURBO 1.3 16V T A-6","6.6"," 8","9.4","10.8","2.17","C"
"FIAT","TORO","FREEDOM TURBO 1.3 16V T A-6","6.6","7.9","9.7","10.7","2.14","C"
"FIAT","TORO","FREEDOM TURBO 1.3 16V T A-6","6.6"," 8","9.4","10.8","2.17","C"
"FIAT","TORO","VOLCANO TURBO 1.3 16V T A-6","6.6","7.9","9.7","10.7","2.14","C"
"FIAT","TORO","VOLCANO TURBO 1.3 16V T A-6","6.6"," 8","9.4","10.8","2.17","C"
"FIAT","TORO","ENDURANCE 1.8-16V A-6"," 6","7.7","8.5","10.9","2.32","C"
"FIAT","TORO","FREEDOM 1.8-16V A-6"," 6","7.7","8.5","10.9","2.32","C"
"FIAT","TORO","VOLCANO 2.4-16V A-9"," 6","7.7","8.7","10.8","2.31","C"
"FIAT","TORO","Freedon 1.8-16V A-6","5.8","7.4","8.3","10.5","2.4","A"
"FIAT","TORO","Freedon 2.4-16V A-9","5.9","7.4","8.6","10.8","2.34","C"
"FIAT","TORO (2019)","VOLCANO / BLACKJACK 2.4-16V A-9"," 6","7.7","8.7","10.8","2.31","C"
"FIAT","UNO","DRIVE 1.0-6V M-5","9.1","10.6","13.2","15.2","1.52","B"
"FIAT","UNO","WAY E 1.0-6V M-5","9.1","10.6","13.2","15.2","1.52","C"
"FIAT","UNO","WAY E 1.3-8V M-5","9.3",": 11"," 13"," 15","1.52","B"
"FIAT","UNO","Mille Fire
Economy 2 Portas 1.0-8V M-5","8.9","10.7","12.7","15.6","1.55","C"
"FIAT","UNO","Mille Fire Economy 4
Portas 1.0-8V M-5","8.9","10.7","12.7","15.6","1.55","C"
"FIAT","UNO","Mille Way Economy 2
Portas 1.0-8V M-5","8.6","9.7","12.4","13.8","1.65","C"
"FIAT","UNO","Mille Way Economy 4
Portas 1.0-8V M-5","8.6","9.7","12.4","13.8","1.65","B"
"FIAT","UNO","Vivace (2015)
2 Portas 1.0-8V M-5","8.2","10.4","11.8"," 15","1.66","C"
"FIAT","UNO","Vivace (2015)
4 Portas 1.0-8V M-5","8.2","10.4","11.8"," 15","1.66","C"
"FIAT","UNO","Vivace 1.0-8V M-5","8.2","10.4","11.8"," 15","1.66","C"
"FIAT","UNO","Vivace 1.0-8V M-5","8.2","10.4","11.8"," 15","1.66","C"
"FIAT","WEEKEND","Attractive 1.4-8V M-5","7.1","8.3","10.4"," 12","1.98","B"
"FIAT","WEEKEND","Adventure 1.8-16V M-5","6.8","7.5","9.7","11.1","2.13","C"
"FIAT","WEEKEND","Adventure Dualogic 1.8-16V MTA-5","7.2","7.9","10.2","11.2","2.04","B"
"FIAT","WEEKEND","ADVENTURE 1.4-8V M-5","7.1","8.3","10.4"," 12","1.98","C"
"FIAT","WEEKEND","ADVENTURE 1.8-16V M-5","6.8","7.5","9.7","11.1","2.13","C"
"FIAT","WEEKEND","Attractive 1.4-8V M-5","7.1","8.3","10.4"," 12","1.98","B"
"FIAT","WEEKEND","Adventure 1.8-16V M-5","6.8","7.5","9.7","11.1","2.13","C"
"FIAT","WEEKEND","Attractive 1.4-8V M-5","7.1","8.3","10.3","12.1","1.99","B"
"FIAT","WEEKEND","Adventure 1.8-16V M-5","6.9","7.9","9.8","11.3","2.08","C"
