"MARCA","MODELO","VERSAO","Álcool
Cidade (km/l)","Álcool
Estrada (km/l)","Gasolina
Cidade (km/l)","Gasolina
Estrada (km/l)","Consumo Energético (MJ/km)","Classificação"
"FIAT","WEEKEND","Adventure Dualogic 1.8-16V MTA-5"," 7","8.1","10.2","11.7","2.03","B"
"FIAT","WEEKEND","Trekking 1.6-16V M-5","6.8","7.7","9.9","11.2","2.1","C"
"FIAT","WEEKEND","Attractive 1.4-8V M-5","7.2"," 8","10.5","11.6","1.99","B"
"FIAT","WEEKEND","Adventure 1.8-16V M-5","6.6","7.2","9.7","10.2","2.22","C"
"FIAT","WEEKEND","Adventure Dualogic 1.8-16V MTA-5","6.5","7.2","9.5","10.2","2.23","B"
"FIAT","WEEKEND","Trekking 1.6-16V M-5","6.9","7.8","9.7","11.2","2.11","C"
"FIAT","WEEKEND (2017)","Adventure 1.8-16V M-5","6.8","7.5","9.7","11.1","2.13","C"
"FIAT","WEEKEND (2017)","Adventure Dualogic 1.8-16V MTA-5","7.2","7.9","10.2","11.2","2.04","B"
"FIAT","500","Cult"," 8"," 9","11.4"," 13","1.79","-"
"FIAT","500","Cult Cabrio Dualogic","7.9","8.8","11.4","12.9","1.81","-"
"FIAT","500","Cult Dualogic","7.9","8.8","11.4","12.9","1.81","-"
"FIAT","MOBI","EASY","9.2","10.2","13.5","15.2","1.52","-"
"FIAT","MOBI","EASY ON","8.8","9.9","12.7","14.3","1.61","-"
"FIAT","MOBI","LIKE","8.8","9.9","12.7","14.3","1.61","-"
"FIAT","MOBI","LIKE ON","8.8","9.9","12.7","14.3","1.61","-"
"FIAT","MOBI","WAY","8.9","9.7","12.6","14.2","1.62","-"
"FIAT","MOBI","WAY ON","8.9","9.7","12.6","14.2","1.62","-"
"FIAT","Palio","1.0-8V Fire Evo M-5","8.7","10.4","12.2","15.3","1.6","D"
"FIAT","Palio","1.0-8V Fire Way M-5","8.3","9.8"," 12","14.2","1.67","D"
"FIAT","NOVO UNO","1.0-6V Attractive M-5","9.2","10.4","13.1","15.1","1.53","C"
"FIAT","NOVO UNO","1.0-6V WAY M-5","9.2","10.4","13.1","15.1","1.53","C"
"FIAT","NOVO UNO","1.3 8V Sporting M-5","9.2","10.1","12.9"," 14","1.58","C"
"FIAT","NOVO UNO","1.3 8V Sporting Dualogic MTA-5","9.3","10.1","13.2","13.7","1.57","C"
"FIAT","Novo Palio","1.4-8V Attractive M-5","7.9","9.3","11.2","13.4","1.79","C"
"FIAT","Novo Palio","1.6-16V Essence M-5","6.9","8.2","10.1","11.9","2.03","C"
"FIAT","Novo Palio","1.6-16V Sporting M-5","6.7","7.9","9.6","11.5","2.1","C"
"FIAT","Novo Palio","1.6-16V Sporting Dualogic MTA-5","6.7","7.8","9.9","11.6","2.09","C"
"FIAT","Punto","1.4-8V Attractive M-5","7.2","8.5","10.3","12.4","1.96","C"
"FIAT","Punto","1.6-16V Essence M-5","6.6","8.1","9.7","11.7","2.09","C"
"FIAT","Punto","1.8-16V Blackmotion M-5","6.4","7.4","9.1","10.6","2.25","C"
"FIAT","Punto","1.8-16V Blackmotion Dualogic MTA-5","6.2","7.3","8.9","10.6","2.29","C"
"FIAT","Novo Palio","1.0-8V Attractive M-5","7.9","9.3","11.2","13.2","1.79","C"
"FIAT","GRAND SIENA","1.4-8V Attractive M-5","7.7","9.4","11.1","13.5","1.79","C"
"FIAT","GRAND SIENA","1.6-16V Essence Dualogic MTA-5"," 7","8.3","10.1","12.4"," 2","C"
"FIAT","GRAND SIENA","1.6-16V Essence M-5","6.9","8.3","10.1","12.6"," 2","C"
"FIAT","WEEKEND","1.4 - 8V Attractive M-5","7.1","8.3","10.4"," 12","1.98","C"
"FIAT","DOBLO","1.8-16V Essence M-5","6.4"," 7","9.3","10.2","2.28","D"
"FIAT","GRAND SIENA","1.0-8V Attractive M-5","7.9","9.5","11.2","13.6","1.77","C"
"FIAT","NOVO UNO","1.3 8V WAY M-5","9.2","10.1","12.9"," 14","1.58","C"
"FIAT","NOVO UNO","1.3 8V Way Dualogic MTA-5","9.3","10.1","13.2","13.7","1.57","B"
"FIAT","WEEKEND","1.8-16V Adventure M-5","6.8","7.5","9.7","11.1","2.13","C"
"FIAT","WEEKEND","1.8-16V Adventure Dualogic MTA-5","7.2","7.9","10.2","11.2","2.04","C"
"FIAT","DOBLO","1.8-16V Adventure M-5","6.4","6.7","9.2","9.8","2.33","C"
"FORD","EcoSport","FREESTYLE 4WD 2.0-16V M-6","5.7"," 7","8.6","10.3","2.41","C"
"FORD","EcoSport","SE / FREESTYLE 1.5-12V M-5","8.3"," 9","11.6","13.1","1.76","C"
"FORD","EcoSport","SE / FREESTYLE 1.5-12V A-6","7.1","8.9","10.4","12.8","1.93","C"
"FORD","EcoSport","TITANIUM 2.0-16V A-6","6.1","8.3","8.8"," 12","2.21","D"
"FORD","EcoSport","Storm 4WD 2.0-16V A-6"," 6"," 8","8.5","11.4","2.29","D"
"FORD","EcoSport","SE / FreeStyle / 100 Anos 1.5-12V A-6","7.1","8.6","10.3","12.6","1.95","D"
"FORD","EcoSport","SE / FreeStyle 1.5-12V M-5","8.3"," 9","11.6","13.1","1.76","C"
"FORD","EcoSport","Titanium 2.0-16V A-6","6.1","8.3","8.8"," 12","2.21","D"
"FORD","EcoSport","Storm 4WD 2.0-16V A-6"," 6"," 8","8.5","11.4","2.29","D"
"FORD","EcoSport","SE 1.5-12V M-5","8.3"," 9","11.6","13.1","1.76","C"
"FORD","EcoSport","Freestyle 1.5-12V M-5","8.3"," 9","11.6","13.1","1.76","D"
"FORD","EcoSport","SE 1.5-12V A-6","7.1","8.6","10.3","12.6","1.95","D"
"FORD","EcoSport","SE Direct 1.5-12V A-6","7.1","8.6","10.3","12.6","1.95","D"
"FORD","EcoSport","Freestyle 1.5-12V A-6","7.1","8.6","10.3","12.6","1.95","D"
"FORD","EcoSport","Titanium Plus 1.5-12V A-6","6.8","8.2","9.8","11.6","2.06","D"
"FORD","EcoSport","Storm 4WD 2.0-16V A-6"," 6"," 8","8.5","11.4","2.29","D"
"FORD","EcoSport","SE 1.5 - 12V M-5","8.2","9.1","11.8","13.1","1.75","D"
"FORD","EcoSport","Freestyle 1.5 - 12V M-5","8.2","9.1","11.8","13.1","1.75","D"
"FORD","EcoSport","SE 1.5 - 12V A-6","7.3","8.5","10.5"," 12","1.95","D"
"FORD","EcoSport","SE Direct 1.5 - 12V A-6","7.3","8.5","10.5"," 12","1.95","D"
"FORD","EcoSport","Freestyle 1.5 - 12V A-6","7.3","8.5","10.5"," 12","1.95","D"
"FORD","EcoSport","Freestyle Plus 1.5 - 12V A-6","7.3","8.5","10.5"," 12","1.95","D"
"FORD","EcoSport","Titanium Plus 1.5 - 12V A-6","6.8","8.2","9.8","11.6","2.06","D"
"FORD","EcoSport","Titanium 2.0 - 16V A-6"," 6","7.4","8.7","10.7","2.33","D"
"FORD","EcoSport","Storm 4WD 2.0 - 16V A-6"," 6","7.2","8.4","10.1","2.4","D"
"FORD","EcoSport","S 1.6-16V M-5"," 7","8.4","10.2","12.2"," 2","B"
"FORD","EcoSport","SE 1.6-16V M-5"," 7","8.4","10.2","12.2"," 2","B"
"FORD","EcoSport","Freestyle 1.6-16V M-5"," 7","8.4","10.2","12.2"," 2","C"
"FORD","EcoSport","Titanium 1.6-16V M-5"," 7","8.4","10.2","12.2"," 2","B"
"FORD","EcoSport","SE 2.0-16V DCT-6","6.7"," 8","9.7","11.8","2.09","B"
"FORD","EcoSport","Titanium 2.0-16V DCT-6","6.7"," 8","9.7","11.8","2.09","B"
"FORD","EcoSport","Freestyle 4WD 2.0-16V M-6","6.1","7.4","9.1","10.9","2.26","C"
"FORD","EcoSport","S 1.6-16V M-5"," 7","8.4","10.2","12.2"," 2","B"
"FORD","EcoSport","SE 1.6-16V M-5"," 7","8.4","10.2","12.2"," 2","B"
"FORD","EcoSport","Freestyle 1.6-16V M-5"," 7","8.4","10.2","12.2"," 2","C"
"FORD","EcoSport","Titanium 1.6-16V M-5"," 7","8.4","10.2","12.2"," 2","B"
"FORD","EcoSport","SE 2.0-16V DCT-6","6.7"," 8","9.7","11.8","2.09","B"
"FORD","EcoSport","Titanium 2.0-16V DCT-6","6.7"," 8","9.7","11.8","2.09","B"
"FORD","EcoSport","S (2015) 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","B"
"FORD","EcoSport","SE (2015) 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","B"
"FORD","EcoSport","Titanium (2015) 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","B"
"FORD","EcoSport","Freestyle (2015) 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","B"
"FORD","EcoSport","SE (2015) 2.0-16V DCT-6","6.6"," 8","9.7","11.5","2.11","B"
"FORD","EcoSport","Titanium (2015) 2.0-16V DCT-6","6.6"," 8","9.7","11.5","2.11","B"
"FORD","EcoSport","Titanium (2015) 2.0-16V M-5","6.5","8.1"," 9","11.7","2.17","B"
"FORD","EcoSport","Freestyle (2015) 2.0-16V M-5","6.5","8.1"," 9","11.7","2.17","B"
"FORD","EcoSport","Freestyle
4WD 2.0-16V M-6","6.2","7.4","9.1","10.9","2.26","B"
"FORD","EcoSport","Freestyle
4WD (2015) 2.0-16V M-6","5.7"," 7","8.6","10.3","2.41","B"
"FORD","EcoSport","S 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","B"
"FORD","EcoSport","SE 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","B"
"FORD","EcoSport","Titanium 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","B"
"FORD","EcoSport","Freestyle 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","C"
"FORD","EcoSport","SE 1.6-16V DCT-6","7.2","8.3","10.2","12.1","1.98","B"
"FORD","EcoSport","FREESTYLE 1.6-16V DCT-6","7.2","8.3","10.2","12.1","1.98","B"
"FORD","EcoSport","SE 2.0-16V DCT-6","6.6"," 8","9.7","11.5","2.11","B"
"FORD","EcoSport","Titanium 2.0-16V DCT-6","6.6"," 8","9.7","11.5","2.11","B"
"FORD","EcoSport","Freestyle 2.0-16V DCT-6","6.6"," 8","9.7","11.5","2.11","B"
"FORD","EcoSport","Freestyle 2.0-16V M-5","6.5","8.1"," 9","11.7","2.17","B"
"FORD","EcoSport","Freestyle
4WD 2.0-16V M-6","5.7"," 7","8.6","10.3","2.41","B"
"FORD","EcoSport","Freestyle 2.0-16V M-5","6.5","8.1"," 9","11.7","2.17","B"
"FORD","EcoSport","S 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","B"
"FORD","EcoSport","SE 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","B"
"FORD","EcoSport","Titanium 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","B"
"FORD","EcoSport","Freestyle 1.6-16V M-5"," 7","8.2","10.2","11.8","2.02","C"
"FORD","EcoSport","SE 1.6-16V DCT-6","7.2","8.3","10.2","12.1","1.98","B"
"FORD","EcoSport","Freestyle 1.6-16V DCT-6","7.2","8.3","10.2","12.1","1.98","B"
"FORD","EcoSport","SE 2.0-16V DCT-6","6.6"," 8","9.7","11.5","2.11","B"
"FORD","EcoSport","Titanium 2.0-16V DCT-6","6.6"," 8","9.7","11.5","2.11","B"
"FORD","EcoSport","Freestyle 2.0-16V DCT-6","6.6"," 8","9.7","11.5","2.11","B"
"FORD","EcoSport","Freestyle 4WD 2.0-16V M-6","5.7"," 7","8.6","10.3","2.41","C"
"FORD","EcoSport","1.6-16V SE / FREESTYLE M-5"," 7","8.2","10.2","11.8","2.02","C"
"FORD","EcoSport","2.0-16V Titanium DCT-6","6.6"," 8","9.7","11.5","2.11","C"
"FORD","EcoSport","2.0-16V FREESTYLE M-5","6.5","8.1"," 9","11.7","2.17","C"
"FORD","EcoSport","1.6-16V SE / FREESTYLE DCT-6","7.2","8.3","10.2","12.1","1.98","C"
"FORD","EcoSport","2.0-16V Storm 4WD A-6"," 6"," 8","8.5","11.4","2.29","C"
"FORD","EcoSport (2019)","SE / FREESTYLE 1.5-12V A-6","7.1","8.6","10.3","12.6","1.95","C"
"FORD","Fiesta Hatch","SE 1.6-16V M-5"," 8",": 10"," 12","14.3","1.68","B"
"FORD","Fiesta Hatch","Titanium 1.6-16V M-5"," 8",": 10"," 12","14.3","1.68","B"
"FORD","Fiesta Hatch","SE 1.6-16V DCT-6","7.9","9.9","11.4","13.9","1.74","B"
"FORD","Fiesta Hatch","Titanium 1.6-16V DCT-6","7.9","9.9","11.4","13.9","1.74","B"
"FORD","Fiesta Hatch","S 1.5-16V M-5","7.8","9.6","10.8","13.7","1.8","C"
"FORD","Fiesta Hatch","SE 1.5-16V M-5","7.8","9.6","10.8","13.7","1.8","C"
"FORD","Fiesta Sedan","SE 1.6-16V M-5"," 8","9.7","11.2","14.1","1.75","B"
"FORD","Fiesta Sedan","Titanium 1.6-16V M-5"," 8","9.7","11.2","14.1","1.75","B"
"FORD","Fiesta Sedan","SE 1.6-16V DCT-6","7.9","9.9","11.4","13.9","1.74","B"
"FORD","Fiesta Sedan","Titanium 1.6-16V DCT-6","7.9","9.9","11.4","13.9","1.74","B"
"FORD","Focus Fastback","SE / Titanium 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","C"
"FORD","Focus Fastback","SE / Titanium 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","C"
"FORD","Focus Fastback","SE (2016) 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","C"
"FORD","Focus Fastback","Titanium
(2016) 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","C"
"FORD","Focus Fastback","SE 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","B"
"FORD","Focus Fastback","Titanium 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","B"
"FORD","Focus Fastback","2.0-16V SE / Titanium DCT-6","6.7","9.2","9.7"," 13"," 2","C"
"FORD","Focus Hatch","SE 1.6-16V DCT-6","7.2"," 9","10.4"," 13","1.9","B"
"FORD","Focus Hatch","SE 1.6-16V M-5","7.5","9.3","10.8","13.6","1.83","B"
"FORD","Focus Hatch","SE / Titanium 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","C"
"FORD","Focus Hatch","SE 1.6-16V DCT-6","7.2"," 9","10.4"," 13","1.9","B"
"FORD","Focus Hatch","SE 1.6-16V M-5","7.5","9.3","10.8","13.6","1.83","B"
"FORD","Focus Hatch","SE / Titanium 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","C"
"FORD","Focus Hatch","GL 1.6-16V M-5","6.5","8.7","9.7","12.9","2.04","B"
"FORD","Focus Hatch","GLX 1.6-16V M-5","6.5","8.7","9.7","12.9","2.04","B"
"FORD","Focus Hatch","GLX 2.0-16V M-5","6.4","8.1","9.2","11.7","2.16","B"
"FORD","Focus Hatch","Titanium 2.0-16V M-5","6.4","8.1","9.2","11.7","2.16","B"
"FORD","Focus Hatch","GLX 2.0-16V A-4","5.7","7.8","8.6","11.3","2.32","B"
"FORD","Focus Hatch","Titanium 2.0-16V A-4","5.7","7.8","8.6","11.3","2.32","B"
"FORD","Focus Hatch","S 1.6-16V M-5"," 7","9.3","10.3","13.7","1.9","B"
"FORD","Focus Hatch","SE 1.6-16V M-5"," 7","9.3","10.3","13.7","1.9","B"
"FORD","Focus Hatch","S 1.6-16V DCT-6","6.8","8.7"," 10","12.5","2.01","B"
"FORD","Focus Hatch","SE 1.6-16V DCT-6","6.8","8.7"," 10","12.5","2.01","B"
"FORD","Focus Hatch","S 2.0-16V DCT-6","6.5","8.6","9.9"," 13","2.03","B"
"FORD","Focus Hatch","SE 2.0-16V DCT-6","6.5","8.6","9.9"," 13","2.03","B"
"FORD","Focus Hatch","Titanium 2.0-16V DCT-6","6.5","8.6","9.9"," 13","2.03","B"
"FORD","Focus Hatch","S (2015) 1.6-16V DCT-6","7.2"," 9","10.4"," 13","1.9","B"
"FORD","Focus Hatch","SE (2015) 1.6-16V DCT-6","7.2"," 9","10.4"," 13","1.9","B"
"FORD","Focus Hatch","S (2015) 1.6-16V M-5","7.5","9.3","10.8","13.6","1.83","B"
"FORD","Focus Hatch","SE (2015) 1.6-16V M-5","7.5","9.3","10.8","13.6","1.83","B"
"FORD","Focus Hatch","SE (2015) 2.0-16V DCT-6","6.7","8.5","9.9","12.4","2.03","B"
"FORD","Focus Hatch","Titanium
(2015) 2.0-16V DCT-6","6.7","8.5","9.9","12.4","2.03","C"
"FORD","Focus Hatch","S 1.6-16V DCT-6","7.2"," 9","10.4"," 13","1.9","B"
"FORD","Focus Hatch","SE 1.6-16V DCT-6","7.2"," 9","10.4"," 13","1.9","B"
"FORD","Focus Hatch","S 1.6-16V M-5","7.5","9.3","10.8","13.6","1.83","B"
"FORD","Focus Hatch","SE 1.6-16V M-5","7.5","9.3","10.8","13.6","1.83","B"
"FORD","Focus Hatch","SE 2.0-16V DCT-6","6.7","8.5","9.9","12.4","2.03","B"
"FORD","Focus Hatch","Titanium 2.0-16V DCT-6","6.7","8.5","9.9","12.4","2.03","B"
"FORD","Focus Hatch","S (2016) 1.6-16V DCT-6","7.2"," 9","10.4"," 13","1.9","C"
"FORD","Focus Hatch","SE (2016) 1.6-16V DCT-6","7.2"," 9","10.4"," 13","1.9","C"
"FORD","Focus Hatch","S (2016) 1.6-16V M-5","7.5","9.3","10.8","13.6","1.83","D"
"FORD","Focus Hatch","SE (2016) 1.6-16V M-5","7.5","9.3","10.8","13.6","1.83","C"
"FORD","Focus Hatch","SE (2016) 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","C"
"FORD","Focus Hatch","Titanium
(2016) 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","C"
"FORD","Focus Hatch","S 1.6-16V DCT-6","7.2"," 9","10.4"," 13","1.9","B"
"FORD","Focus Hatch","SE 1.6-16V DCT-6","7.2"," 9","10.4"," 13","1.9","B"
"FORD","Focus Hatch","S 1.6-16V M-5","7.5","9.3","10.8","13.6","1.83","B"
"FORD","Focus Hatch","SE 1.6-16V M-5","7.5","9.3","10.8","13.6","1.83","B"
"FORD","Focus Hatch","SE 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","B"
"FORD","Focus Hatch","Titanium 2.0-16V DCT-6","6.7","9.2","9.7"," 13"," 2","B"
"FORD","Focus Hatch","1.6-16V SE DCT-6","7.2"," 9","10.4"," 13","1.9","B"
"FORD","Focus Hatch","1.6-16V SE M-5","7.5","9.3","10.8","13.6","1.83","B"
"FORD","Focus Hatch","2.0-16V SE / Titanium DCT-6","6.7","9.2","9.7"," 13"," 2","C"
"FORD","Focus Sedan","GL 1.6-16V M-5","6.5","8.7","9.7","12.9","2.04","B"
"FORD","Focus Sedan","GLX 1.6-16V M-5","6.5","8.7","9.7","12.9","2.04","B"
"FORD","Focus Sedan","GLX 2.0-16V M-5","6.4","8.1","9.2","11.7","2.16","B"
"FORD","Focus Sedan","GLX 2.0-16V A-4","5.7","7.8","8.6","11.3","2.32","B"
"FORD","Focus Sedan","Titanium 2.0-16V A-4","5.7","7.8","8.6","11.3","2.32","B"
"FORD","Focus Sedan","S 2.0-16V DCT-6","6.5","8.6","9.9"," 13","2.03","B"
"FORD","Focus Sedan","SE 2.0-16V DCT-6","6.5","8.6","9.9"," 13","2.03","B"
"FORD","Focus Sedan","Titanium 2.0-16V DCT-6","6.5","8.6","9.9"," 13","2.03","B"
"FORD","Focus Sedan","SE (2015) 2.0-16V DCT-6","6.7","8.5","9.9","12.4","2.03","B"
"FORD","Focus Sedan","Titanium
(2015) 2.0-16V DCT-6","6.7","8.5","9.9","12.4","2.03","C"
"FORD","Focus Sedan","SE 2.0-16V DCT-6","6.7","8.5","9.9","12.4","2.03","B"
"FORD","Focus Sedan","Titanium 2.0-16V DCT-6","6.7","8.5","9.9","12.4","2.03","B"
"FORD","FUSION","Flex SE 2.5-16V A-6"," 6","8.5","8.6","12.3","2.23","B"
"FORD","FUSION","Flex SE 2.5-16V A-6"," 6","8.5","8.6","12.3","2.23","B"
"FORD","FUSION","SEL 2.5-16V A-6","5.5","8.2","7.9","11.9","2.39","B"
"FORD","FUSION","Flex SEL 2.5-16V A-6","5.4","8.2","7.9","11.9","2.4","B"
"FORD","FUSION","Flex SEL 2.5-16V A-6","5.4","8.2","7.9","11.9","2.4","B"
"FORD","FUSION","2.5-16V Flex SE A-6"," 6","8.5","8.6","12.3","2.23","C"
"FORD","FUSION","2.5-16V Flex SE A-6"," 6","8.5","8.6","12.3","2.23","C"
"FORD","FUSION (2017)","Flex SE 2.5-16V A-6"," 6","8.5","8.6","12.3","2.23","B"
"FORD","KA ","SE 1.5-16V M-5","7.9","9.5","11.5","13.6","1.75","C"
"FORD","KA ","SEL 1.5-16V M-5","7.9","9.5","11.5","13.6","1.75","B"
"FORD","KA ","SE 1.0-12V M-5","8.9","10.4"," 13","15.1","1.56","B"
"FORD","KA ","SEL 1.0-12V M-5","8.9","10.4"," 13","15.1","1.56","B"
"FORD","KA (2017)","SE 1.0-12V M-5","9.2","10.8","13.5","15.7","1.49","B"
"FORD","KA (2017)","SEL 1.0-12V M-5","9.3","10.7","13.2","15.3","1.51","B"
"FORD","KA (2017)","SE 1.5-16V M-5","8.1","9.6","11.7","13.8","1.72","C"
"FORD","KA (2017)","SEL 1.5-16V M-5","8.1","9.6","11.7","13.8","1.72","B"
"FORD","KA (5 Portas)","S / SE 1.0-12V M-5","9.2","10.8","13.5","15.7","1.49","C"
"FORD","KA (5 Portas)","SE Plus / SEL / Tecno 1.0-12V M-5","9.3","10.7","13.2","15.3","1.51","C"
"FORD","KA (5 Portas)","SE / SE Plus / SEL 1.5-16V M-5","8.1","9.6","11.7","13.8","1.72","C"
"FORD","KA (5 Portas)","Trail 1.0-12V M-5","8.8","9.9","12.5","14.3","1.61","C"
"FORD","KA (5 Portas)","Trail 1.5-16V M-5","7.5"," 9","10.8","13.2","1.85","B"
"FORD","KA (5 Portas)","FREESTYLE 1.5-12V M-5","8.4","9.9","11.9","14.4","1.67","D"
"FORD","KA (5 Portas)","FREESTYLE 1.5-12V A-6","7.5","9.4","10.7","13.5","1.84","D"
"FORD","KA (5 Portas)","SE 1.0-12V M-5","8.9","10.4"," 13","15.1","1.56","B"
"FORD","KA (5 Portas)","SEL 1.0-12V M-5","8.9","10.4"," 13","15.1","1.56","B"
"FORD","KA (5 Portas)","SE 1.5-16V M-5","7.9","9.5","11.5","13.6","1.75","C"
"FORD","KA (5 Portas)","SEL 1.5-16V M-5","7.9","9.5","11.5","13.6","1.75","B"
"FORD","KA (5 Portas)","SE 1.0-12V M-5","8.9","10.4"," 13","15.1","1.56","B"
"FORD","KA (5 Portas)","SEL 1.0-12V M-5","8.9","10.4"," 13","15.1","1.56","B"
"FORD","KA (5 Portas)","SE 1.5-16V M-5","7.9","9.5","11.5","13.6","1.75","C"
"FORD","KA (5 Portas)","SEL 1.5-16V M-5","7.9","9.5","11.5","13.6","1.75","B"
"FORD","KA (5 Portas)","1.0-12V SE M-5","9.2","10.8","13.5","15.7","1.49","B"
"FORD","KA (5 Portas)","1.0-12V SEL M-5","9.3","10.7","13.2","15.3","1.51","B"
"FORD","KA (5 Portas)","1.5-16V SE / SEL M-5","8.1","9.6","11.7","13.8","1.72","B"
"FORD","KA (5 Portas)","1.5-12V FREESTYLE M-5","8.4","9.9","11.9","14.4","1.67","B"
"FORD","KA (5 Portas)","1.5-12V FREESTYLE A-6","7.5","9.4","10.7","13.5","1.84","B"
"FORD","Ka Hatch","S / SE 1.0-12V M-5","9.2","10.7","13.4","15.5","1.51","C"
"FORD","Ka Hatch","FreeStyle 1.5-12V A-6","7.5","9.4","10.7","13.5","1.84","D"
"FORD","Ka Hatch","SE 1.5-12V A-6","7.8","10.1"," 11","14.2","1.76","D"
"FORD","Ka Hatch","Titanium 1.5-12V A-6","7.6","10.1","10.9"," 14","1.78","C"
"FORD","Ka Hatch","FreeStyle 1.5-12V M-5","8.4","9.9","11.9","14.4","1.67","D"
"FORD","Ka Hatch","SE 1.5-12V M-5","8.4","10.3","12.5"," 15","1.61","C"
"FORD","Ka Hatch","S 1.0-12V M-5","9.3","10.8","13.3","15.6","1.49","C"
"FORD","Ka Hatch","SE 1.0-12V M-5","9.3","10.8","13.3","15.6","1.49","B"
"FORD","Ka Hatch","SE Plus 1.0-12V M-5","9.3","10.8","13.3","15.6","1.49","C"
"FORD","Ka Hatch","FreeStyle 1.0-12V M-5","9.1","10.4"," 13","15.1","1.54","C"
"FORD","Ka Hatch","SE 1.5-12V M-5","8.8","10.5","12.4","14.8","1.59","C"
"FORD","Ka Hatch","SE Plus 1.5-12V M-5","8.8","10.5","12.4","14.8","1.59","C"
"FORD","Ka Hatch","SE 1.5-12V A-6","8.4","9.9","11.7","14.5","1.67","D"
"FORD","Ka Hatch","SE Plus 1.5-12V A-6","8.4","9.9","11.7","14.5","1.67","B"
"FORD","Ka Hatch","Titanium 1.5-12V A-6","8.4","9.9","11.7","14.5","1.67","C"
"FORD","Ka Hatch","FreeStyle 1.5-12V A-6","7.5","9.4","10.7","13.5","1.84","D"
"FORD","Ka Hatch","S 1.0 - 12V M-5","9.3","10.8","13.3","15.6","1.49","C"
"FORD","Ka Hatch","SE 1.0 - 12V M-5","9.3","10.8","13.3","15.6","1.49","C"
"FORD","Ka Hatch","SE Plus 1.0 - 12V M-5","9.3","10.8","13.3","15.6","1.49","C"
"FORD","Ka Hatch","FreeStyle 1.0 - 12V M-5","9.1","10.4"," 13","15.1","1.54","B"
"FORD","Ka Hatch","SE 1.5 - 12V M-5","8.8","10.5","12.4","14.8","1.59","D"
"FORD","Ka Hatch","SE Plus 1.5 - 12V M-5","8.8","10.5","12.4","14.8","1.59","B"
"FORD","Ka Hatch","SE 1.5 - 12V A-6","8.4","9.9","11.7","14.5","1.67","D"
"FORD","Ka Hatch","SE Plus 1.5 - 12V A-6","8.4","9.9","11.7","14.5","1.67","C"
"FORD","Ka Hatch","Titanium 1.5 - 12V A-6","8.4","9.9","11.7","14.5","1.67","C"
"FORD","Ka Hatch","FreeStyle 1.5 - 12V A-6","7.5","9.4","10.7","13.5","1.84","D"
"FORD","KA hatch (2019)","S / SE / SE Plus 1.0-12V M-5","9.2","10.7","13.4","15.5","1.51","C"
"FORD","KA hatch (2019)","SE / SE Plus 1.5-12V M-5","8.4","10.3","12.5"," 15","1.61","D"
"FORD","KA hatch (2019)","SE / SE Plus 1.5-12V A-6","7.8","10.1"," 11","14.2","1.76","C"
"FORD","KA hatch (2019)","Titanium 1.5-12V A-6","7.6","10.1","10.9"," 14","1.78","C"
"FORD","KA hatch (2019)","1.0-12V S / SE / SE Plus M-5","9.2","10.7","13.4","15.5","1.51","C"
"FORD","KA hatch (2019)","1.5-12V SE / SE Plus M-5","8.4","10.3","12.5"," 15","1.61","C"
"FORD","KA hatch (2019)","1.5-12V SE / SE Plus A-6","7.8","10.1"," 11","14.2","1.76","C"
"FORD","KA hatch (2019)","1.5-12V Titanium A-6","7.6","10.1","10.9"," 14","1.78","C"
"FORD","Ka Sedan","SE 1.0-12V M-5","9.2","10.7","13.4","15.5","1.51","B"
"FORD","Ka Sedan","SE 1.5-12V A-6","7.8","10.1"," 11","14.2","1.76","D"
"FORD","Ka Sedan","Titanium 1.5-12V A-6","7.6","10.1","10.9"," 14","1.78","C"
"FORD","Ka Sedan","SE / SEL 1.5-12V M-5","8.4","10.3","12.5"," 15","1.61","C"
"FORD","Ka Sedan","SE 1.0-12V M-5","9.3","10.8","13.3","15.6","1.49","B"
"FORD","Ka Sedan","SE Plus 1.0-12V M-5","9.3","10.8","13.3","15.6","1.49","C"
